GuyTileset,608,2592,64,224,32,32,0,1,1,4294967295
GuyTileset,672,2592,128,224,32,32,0,1,1,4294967295
GuyTileset,672,2432,128,160,32,32,0,1,1,4294967295
GuyTileset,608,2432,64,160,32,32,0,1,1,4294967295
GuyTileset,640,2432,96,160,32,32,0,1,1,4294967295
GuyTileset,640,2592,96,224,32,32,0,1,1,4294967295
GuyTileset,640,2560,96,192,32,32,0,1,1,4294967295
GuyTileset,640,2528,96,192,32,32,0,1,1,4294967295
GuyTileset,640,2496,96,192,32,32,0,1,1,4294967295
GuyTileset,640,2464,96,192,32,32,0,1,1,4294967295
GuyTileset,32,2528,64,224,32,32,0,1,1,4294967295
GuyTileset,96,2528,128,224,32,32,0,1,1,4294967295
GuyTileset,64,2400,96,160,32,32,0,1,1,4294967295
GuyTileset,96,2400,128,160,32,32,0,1,1,4294967295
GuyTileset,32,2400,64,160,32,32,0,1,1,4294967295
GuyTileset,64,2432,96,192,32,32,0,1,1,4294967295
GuyTileset,64,2464,96,192,32,32,0,1,1,4294967295
GuyTileset,64,2496,96,192,32,32,0,1,1,4294967295
GuyTileset,64,2528,96,224,32,32,0,1,1,4294967295
GuyTileset,256,2592,96,224,32,32,0,1,1,4294967295
GuyTileset,384,2592,96,224,32,32,0,1,1,4294967295
GuyTileset,256,2496,96,160,32,32,0,1,1,4294967295
GuyTileset,384,2496,96,160,32,32,0,1,1,4294967295
GuyTileset,288,2496,128,160,32,32,0,1,1,4294967295
GuyTileset,416,2496,128,160,32,32,0,1,1,4294967295
GuyTileset,224,2496,64,160,32,32,0,1,1,4294967295
GuyTileset,352,2496,64,160,32,32,0,1,1,4294967295
GuyTileset,288,2592,128,224,32,32,0,1,1,4294967295
GuyTileset,416,2592,128,224,32,32,0,1,1,4294967295
GuyTileset,352,2592,64,224,32,32,0,1,1,4294967295
GuyTileset,224,2592,64,224,32,32,0,1,1,4294967295
GuyTileset,256,2528,96,192,32,32,0,1,1,4294967295
GuyTileset,256,2560,96,192,32,32,0,1,1,4294967295
GuyTileset,384,2528,96,192,32,32,0,1,1,4294967295
GuyTileset,384,2560,96,192,32,32,0,1,1,4294967295
