spikeDown,128,448,002988EA,0,1,1,4294967295,0,0
spikeDown,192,480,00206EF1,0,1,1,4294967295,0,0
spikeDown,224,512,000FD29B,0,1,1,4294967295,0,0
spikeDown,384,512,0030D4DD,0,1,1,4294967295,0,0
spikeDown,32,352,00195A6A,0,1,1,4294967295,0,0
spikeDown,192,352,0016888C,0,1,1,4294967295,0,0
spikeDown,64,32,0021CC7B,0,1,1,4294967295,0,0
spikeDown,224,32,00027757,0,1,1,4294967295,0,0
spikeDown,320,128,00167356,0,1,1,4294967295,0,0
spikeDown,480,128,002EC28A,0,1,1,4294967295,0,0
spikeDown,480,224,0019E96D,0,1,1,4294967295,0,0
spikeDown,640,64,00126C20,0,1,1,4294967295,0,0
spikeDown,672,192,0018D470,0,1,1,4294967295,0,0
spikeDown,704,288,00151B94,0,1,1,4294967295,0,0
spikeUp,160,544,002B0BE2,0,1,1,4294967295,0,0
spikeUp,384,448,0036203D,0,1,1,4294967295,0,0
spikeUp,384,320,00362051,0,1,1,4294967295,0,0
spikeUp,288,384,00352C10,0,1,1,4294967295,0,0
spikeUp,192,288,0019AF7E,0,1,1,4294967295,0,0
spikeUp,32,384,00167493,0,1,1,4294967295,0,0
spikeUp,32,288,0003E693,0,1,1,4294967295,0,0
spikeUp,32,64,00133572,0,1,1,4294967295,0,0
spikeUp,224,64,001F69CD,0,1,1,4294967295,0,0
spikeUp,192,128,00296354,0,1,1,4294967295,0,0
spikeUp,320,64,0030366C,0,1,1,4294967295,0,0
spikeUp,384,160,002C30A2,0,1,1,4294967295,0,0
spikeRight,256,480,001BD650,0,1,1,4294967295,0,0
spikeRight,320,416,0035769A,0,1,1,4294967295,0,0
spikeRight,224,320,0014850D,0,1,1,4294967295,0,0
spikeRight,64,320,000BB262,0,1,1,4294967295,0,0
spikeRight,64,416,00295F71,0,1,1,4294967295,0,0
spikeRight,96,192,00033D4F,0,1,1,4294967295,0,0
spikeRight,352,96,0027D2E7,0,1,1,4294967295,0,0
spikeRight,416,192,00271437,0,1,1,4294967295,0,0
spikeRight,512,192,00363EA0,0,1,1,4294967295,0,0
spikeLeft,128,576,00296DD6,0,1,1,4294967295,0,0
spikeLeft,352,480,0030E3B2,0,1,1,4294967295,0,0
spikeLeft,352,352,000C94FB,0,1,1,4294967295,0,0
spikeLeft,96,416,0016533A,0,1,1,4294967295,0,0
spikeLeft,128,192,002FA0C8,0,1,1,4294967295,0,0
spikeLeft,160,160,003B5AC1,0,1,1,4294967295,0,0
spikeLeft,384,32,001573FE,0,1,1,4294967295,0,0
spikeLeft,416,96,0010D38B,0,1,1,4294967295,0,0
spikeLeft,352,192,001D6D0A,0,1,1,4294967295,0,0
spikeLeft,448,192,00160563,0,1,1,4294967295,0,0
movingPlatform,384,384,000AB4C4,0,1,1,4294967295,0,0
movingPlatform,544,96,003AF773,0,1,1,4294967295,0,1
DemoBlock,224,576,000EDEE2,0,1,1,4294967295,0,0
DemoBlock,224,512,003885FD,0,1,1,4294967295,0,0
Sign,96,512,000974AD,0,1,1,4294967295,0,1
DemoBlock,224,544,00042A34,0,1,1,4294967295,0,0
savePoint,32,192,00371529,0,1,1,4294967295,0,0
savePoint,48,544,003A00A0,0,1,1,4294967295,0,0
playerStart,32,544,00293A33,0,1,1,4294967295,0,0
TitleCard,800,0,000CDC29,0,1,1,4294967295,0,0
block,96,544,000DE4F9,0,1,1,4294967295,0,0
block,32,416,00183A76,0,1,1,4294967295,0,0
block,32,448,003C7D8D,0,1,1,4294967295,0,0
block,128,416,0007DC86,0,1,1,4294967295,0,0
block,224,480,000B87F9,0,1,1,4294967295,0,0
block,160,576,00057B7E,0,1,1,4294967295,0,0
block,288,544,00056C5F,0,1,2,4294967295,0,0
block,384,480,00233E95,0,1,1,4294967295,0,0
block,384,352,002CF863,0,1,1,4294967295,0,0
block,256,288,003E40D2,0,5,1,4294967295,0,0
block,192,256,001E7E37,0,1,1,4294967295,0,0
block,128,352,00393C6D,0,2,1,4294967295,0,0
block,32,320,000BBE9E,0,1,1,4294967295,0,0
block,64,192,00399BA8,0,1,1,4294967295,0,0
block,0,32,002B15A6,0,1,17,4294967295,0,0
block,32,0,002D960A,0,12,1,4294967295,0,0
block,160,192,0023C2D6,0,1,1,4294967295,0,0
block,320,192,0036ADC6,0,1,1,4294967295,0,0
block,352,224,003336E6,0,1,1,4294967295,0,0
block,384,192,0035E02B,0,1,1,4294967295,0,0
block,416,224,001266F1,0,1,12,4294967295,0,0
block,416,32,000D5223,0,8,1,4294967295,0,0
block,672,64,002B0F8B,0,1,4,4294967295,0,0
block,704,192,0003512A,0,1,3,4294967295,0,0
block,768,384,001C8975,0,1,7,4294967295,0,0
block,480,192,001D7A48,0,1,1,4294967295,0,0
block,32,576,FFCFF566,0,3,1,4294967295,0,0
block,160,416,74002C89,0,5,2,4294967295,0,0
block,160,320,A9CB6C54,0,2,1,4294967295,0,0
block,224,224,EF292361,0,1,2,4294967295,0,0
block,192,160,64A5EB32,0,1,2,4294967295,0,0
block,224,96,A1A2BCFD,0,4,1,4294967295,0,0
block,224,128,D43F7C77,0,3,2,4294967295,0,0
block,32,224,C08400B7,0,2,2,4294967295,0,0
block,96,256,36E0874A,0,1,1,4294967295,0,0
block,32,96,473E19EC,0,2,1,4294967295,0,0
block,448,64,FD443478,0,3,2,4294967295,0,0
block,736,288,036F59A7,0,2,1,4294967295,0,0
